"all_riders" "rider_class" "stage" "points" "stage_class"
"Victor Campenaerts" "Unclassed" "X7" 12 "hills"
"Victor Campenaerts" "Unclassed" "X8" 12 "flat"
"Victor Campenaerts" "Unclassed" "X9" 8 "flat"
"Victor Campenaerts" "Unclassed" "X10" 36 "hills"
"Victor Campenaerts" "Unclassed" "X11" 8 "hills"
"Victor Campenaerts" "Unclassed" "X12" 16 "mount"
"Victor Campenaerts" "Unclassed" "X14" 14 "mount"
"Victor Campenaerts" "Unclassed" "X15" 216 "hills"
"Victor Campenaerts" "Unclassed" "X16" 12 "mount"
"Victor Campenaerts" "Unclassed" "X17" 12 "flat"
"Victor Campenaerts" "Unclassed" "X18" 14 "mount"
"Victor Campenaerts" "Unclassed" "X19" 46 "mount"
"Victor Campenaerts" "Unclassed" "X20" 12 "hills"
"Victor Campenaerts" "Unclassed" "X21" 20 "flat"
"Julian Alaphilippe" "Climber" "X1" 8 "flat"
"Julian Alaphilippe" "Climber" "X2" 120 "hills"
"Julian Alaphilippe" "Climber" "X3" 0 "flat"
"Julian Alaphilippe" "Climber" "X4" 0 "hills"
"Julian Alaphilippe" "Climber" "X6" 5 "hills"
"Julian Alaphilippe" "Climber" "X7" 0 "hills"
"Julian Alaphilippe" "Climber" "X8" 0 "flat"
"Julian Alaphilippe" "Climber" "X9" 0 "flat"
"Julian Alaphilippe" "Climber" "X10" 0 "hills"
"Julian Alaphilippe" "Climber" "X11" 0 "hills"
"Julian Alaphilippe" "Climber" "X12" 0 "mount"
"Julian Alaphilippe" "Climber" "X14" 4 "mount"
"Julian Alaphilippe" "Climber" "X15" 160 "hills"
"Julian Alaphilippe" "Climber" "X16" 87 "mount"
"Julian Alaphilippe" "Climber" "X17" 0 "flat"
"Julian Alaphilippe" "Climber" "X18" 0 "mount"
"Julian Alaphilippe" "Climber" "X19" 0 "mount"
"Julian Alaphilippe" "Climber" "X20" 0 "hills"
"Julian Alaphilippe" "Climber" "X21" 8 "flat"
"Alberto Dainese" "Sprinter" "X1" 8 "flat"
"Alberto Dainese" "Sprinter" "X2" 0 "hills"
"Alberto Dainese" "Sprinter" "X3" 60 "flat"
"Alberto Dainese" "Sprinter" "X4" 0 "hills"
"Alberto Dainese" "Sprinter" "X6" 2 "hills"
"Alberto Dainese" "Sprinter" "X7" 0 "hills"
"Alberto Dainese" "Sprinter" "X8" 80 "flat"
"Alberto Dainese" "Sprinter" "X9" 20 "flat"
"Alberto Dainese" "Sprinter" "X10" 0 "hills"
"Alberto Dainese" "Sprinter" "X11" 40 "hills"
"Alberto Dainese" "Sprinter" "X12" 0 "mount"
"Alberto Dainese" "Sprinter" "X14" 0 "mount"
"Alberto Dainese" "Sprinter" "X15" 2 "hills"
"Alberto Dainese" "Sprinter" "X16" 0 "mount"
"Alberto Dainese" "Sprinter" "X17" 110 "flat"
"Alberto Dainese" "Sprinter" "X18" 0 "mount"
"Alberto Dainese" "Sprinter" "X19" 0 "mount"
"Alberto Dainese" "Sprinter" "X20" 0 "hills"
"Alberto Dainese" "Sprinter" "X21" 0 "flat"
"Marc Hirschi" "Unclassed" "X1" 8 "flat"
"Marc Hirschi" "Unclassed" "X2" 30 "hills"
"Marc Hirschi" "Unclassed" "X3" 0 "flat"
"Marc Hirschi" "Unclassed" "X4" 11 "hills"
"Marc Hirschi" "Unclassed" "X6" 2 "hills"
"Marc Hirschi" "Unclassed" "X7" 0 "hills"
"Marc Hirschi" "Unclassed" "X8" 0 "flat"
"Marc Hirschi" "Unclassed" "X9" 0 "flat"
"Marc Hirschi" "Unclassed" "X10" 0 "hills"
"Marc Hirschi" "Unclassed" "X11" 0 "hills"
"Marc Hirschi" "Unclassed" "X12" 0 "mount"
"Marc Hirschi" "Unclassed" "X14" 0 "mount"
"Marc Hirschi" "Unclassed" "X15" 2 "hills"
"Marc Hirschi" "Unclassed" "X16" 0 "mount"
"Marc Hirschi" "Unclassed" "X17" 0 "flat"
"Marc Hirschi" "Unclassed" "X18" 0 "mount"
"Marc Hirschi" "Unclassed" "X19" 0 "mount"
"Marc Hirschi" "Unclassed" "X20" 0 "hills"
"Marc Hirschi" "Unclassed" "X21" 0 "flat"
"Marius Mayrhofer" "Sprinter" "X1" 90 "flat"
"Marius Mayrhofer" "Sprinter" "X2" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X3" 0 "flat"
"Marius Mayrhofer" "Sprinter" "X4" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X6" 2 "hills"
"Marius Mayrhofer" "Sprinter" "X7" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X8" 0 "flat"
"Marius Mayrhofer" "Sprinter" "X9" 0 "flat"
"Marius Mayrhofer" "Sprinter" "X10" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X11" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X12" 0 "mount"
"Marius Mayrhofer" "Sprinter" "X14" 0 "mount"
"Marius Mayrhofer" "Sprinter" "X15" 2 "hills"
"Marius Mayrhofer" "Sprinter" "X16" 0 "mount"
"Marius Mayrhofer" "Sprinter" "X17" 0 "flat"
"Marius Mayrhofer" "Sprinter" "X18" 0 "mount"
"Marius Mayrhofer" "Sprinter" "X19" 0 "mount"
"Marius Mayrhofer" "Sprinter" "X20" 0 "hills"
"Marius Mayrhofer" "Sprinter" "X21" 0 "flat"
"Michael Storer" "Climber" "X1" 8 "flat"
"Michael Storer" "Climber" "X2" 0 "hills"
"Michael Storer" "Climber" "X3" 0 "flat"
"Michael Storer" "Climber" "X4" 0 "hills"
"Michael Storer" "Climber" "X6" 182 "hills"
"Michael Storer" "Climber" "X7" 0 "hills"
"Michael Storer" "Climber" "X8" 1 "flat"
"Michael Storer" "Climber" "X9" 1 "flat"
"Michael Storer" "Climber" "X10" 140 "hills"
"Michael Storer" "Climber" "X11" 0 "hills"
"Michael Storer" "Climber" "X12" 4 "mount"
"Michael Storer" "Climber" "X14" 5 "mount"
"Michael Storer" "Climber" "X15" 22 "hills"
"Michael Storer" "Climber" "X16" 0 "mount"
"Michael Storer" "Climber" "X17" 0 "flat"
"Michael Storer" "Climber" "X18" 25 "mount"
"Michael Storer" "Climber" "X19" 0 "mount"
"Michael Storer" "Climber" "X20" 0 "hills"
"Michael Storer" "Climber" "X21" 0 "flat"
"Matteo Trentin" "Sprinter" "X1" 144 "flat"
"Matteo Trentin" "Sprinter" "X2" 0 "hills"
"Matteo Trentin" "Sprinter" "X3" 0 "flat"
"Matteo Trentin" "Sprinter" "X4" 0 "hills"
"Matteo Trentin" "Sprinter" "X6" 2 "hills"
"Matteo Trentin" "Sprinter" "X7" 0 "hills"
"Matteo Trentin" "Sprinter" "X8" 0 "flat"
"Matteo Trentin" "Sprinter" "X9" 12 "flat"
"Matteo Trentin" "Sprinter" "X10" 0 "hills"
"Matteo Trentin" "Sprinter" "X11" 0 "hills"
"Matteo Trentin" "Sprinter" "X12" 2 "mount"
"Matteo Trentin" "Sprinter" "X14" 3 "mount"
"Matteo Trentin" "Sprinter" "X15" 2 "hills"
"Matteo Trentin" "Sprinter" "X16" 12 "mount"
"Matteo Trentin" "Sprinter" "X17" 0 "flat"
"Matteo Trentin" "Sprinter" "X18" 0 "mount"
"Matteo Trentin" "Sprinter" "X19" 0 "mount"
"Matteo Trentin" "Sprinter" "X20" 73 "hills"
"Matteo Trentin" "Sprinter" "X21" 110 "flat"
"Jhonatan Narváez" "Unclassed" "X1" 0 "flat"
"Jhonatan Narváez" "Unclassed" "X2" 8 "hills"
"Jhonatan Narváez" "Unclassed" "X3" 4 "flat"
"Jhonatan Narváez" "Unclassed" "X4" 44 "hills"
"Jhonatan Narváez" "Unclassed" "X6" 8 "hills"
"Jhonatan Narváez" "Unclassed" "X7" 102 "hills"
"Jhonatan Narváez" "Unclassed" "X8" 15 "flat"
"Jhonatan Narváez" "Unclassed" "X9" 14 "flat"
"Jhonatan Narváez" "Unclassed" "X10" 12 "hills"
"Jhonatan Narváez" "Unclassed" "X11" 17 "hills"
"Jhonatan Narváez" "Unclassed" "X12" 37 "mount"
"Jhonatan Narváez" "Unclassed" "X14" 39 "mount"
"Jhonatan Narváez" "Unclassed" "X15" 27 "hills"
"Jhonatan Narváez" "Unclassed" "X16" 17 "mount"
"Jhonatan Narváez" "Unclassed" "X17" 17 "flat"
"Jhonatan Narváez" "Unclassed" "X18" 58 "mount"
"Jhonatan Narváez" "Unclassed" "X19" 30 "mount"
"Jhonatan Narváez" "Unclassed" "X20" 20 "hills"
"Jhonatan Narváez" "Unclassed" "X21" 20 "flat"
"Nils Politt" "Unclassed" "X1" 0 "flat"
"Nils Politt" "Unclassed" "X2" 8 "hills"
"Nils Politt" "Unclassed" "X3" 4 "flat"
"Nils Politt" "Unclassed" "X4" 14 "hills"
"Nils Politt" "Unclassed" "X6" 8 "hills"
"Nils Politt" "Unclassed" "X7" 20 "hills"
"Nils Politt" "Unclassed" "X8" 12 "flat"
"Nils Politt" "Unclassed" "X9" 12 "flat"
"Nils Politt" "Unclassed" "X10" 8 "hills"
"Nils Politt" "Unclassed" "X11" 8 "hills"
"Nils Politt" "Unclassed" "X12" 20 "mount"
"Nils Politt" "Unclassed" "X14" 16 "mount"
"Nils Politt" "Unclassed" "X15" 20 "hills"
"Nils Politt" "Unclassed" "X16" 12 "mount"
"Nils Politt" "Unclassed" "X17" 12 "flat"
"Nils Politt" "Unclassed" "X18" 16 "mount"
"Nils Politt" "Unclassed" "X19" 14 "mount"
"Nils Politt" "Unclassed" "X20" 12 "hills"
"Nils Politt" "Unclassed" "X21" 12 "flat"
"Pavel Sivakov" "Climber" "X1" 0 "flat"
"Pavel Sivakov" "Climber" "X2" 8 "hills"
"Pavel Sivakov" "Climber" "X3" 4 "flat"
"Pavel Sivakov" "Climber" "X4" 14 "hills"
"Pavel Sivakov" "Climber" "X6" 8 "hills"
"Pavel Sivakov" "Climber" "X7" 20 "hills"
"Pavel Sivakov" "Climber" "X8" 12 "flat"
"Pavel Sivakov" "Climber" "X9" 12 "flat"
"Pavel Sivakov" "Climber" "X10" 8 "hills"
"Pavel Sivakov" "Climber" "X11" 8 "hills"
"Pavel Sivakov" "Climber" "X12" 20 "mount"
"Pavel Sivakov" "Climber" "X14" 16 "mount"
"Pavel Sivakov" "Climber" "X15" 20 "hills"
"Pavel Sivakov" "Climber" "X16" 12 "mount"
"Pavel Sivakov" "Climber" "X17" 12 "flat"
"Pavel Sivakov" "Climber" "X18" 16 "mount"
"Pavel Sivakov" "Climber" "X19" 14 "mount"
"Pavel Sivakov" "Climber" "X20" 12 "hills"
"Pavel Sivakov" "Climber" "X21" 12 "flat"
"Marc Soler" "Climber" "X1" 0 "flat"
"Marc Soler" "Climber" "X2" 8 "hills"
"Marc Soler" "Climber" "X3" 4 "flat"
"Marc Soler" "Climber" "X4" 14 "hills"
"Marc Soler" "Climber" "X6" 8 "hills"
"Marc Soler" "Climber" "X7" 20 "hills"
"Marc Soler" "Climber" "X8" 12 "flat"
"Marc Soler" "Climber" "X9" 12 "flat"
"Marc Soler" "Climber" "X10" 8 "hills"
"Marc Soler" "Climber" "X11" 8 "hills"
"Marc Soler" "Climber" "X12" 20 "mount"
"Marc Soler" "Climber" "X14" 16 "mount"
"Marc Soler" "Climber" "X15" 20 "hills"
"Marc Soler" "Climber" "X16" 12 "mount"
"Marc Soler" "Climber" "X17" 12 "flat"
"Marc Soler" "Climber" "X18" 16 "mount"
"Marc Soler" "Climber" "X19" 14 "mount"
"Marc Soler" "Climber" "X20" 12 "hills"
"Marc Soler" "Climber" "X21" 12 "flat"
"Tim Wellens" "Unclassed" "X1" 0 "flat"
"Tim Wellens" "Unclassed" "X2" 16 "hills"
"Tim Wellens" "Unclassed" "X3" 17 "flat"
"Tim Wellens" "Unclassed" "X4" 22 "hills"
"Tim Wellens" "Unclassed" "X6" 20 "hills"
"Tim Wellens" "Unclassed" "X7" 32 "hills"
"Tim Wellens" "Unclassed" "X8" 24 "flat"
"Tim Wellens" "Unclassed" "X9" 24 "flat"
"Tim Wellens" "Unclassed" "X10" 12 "hills"
"Tim Wellens" "Unclassed" "X11" 12 "hills"
"Tim Wellens" "Unclassed" "X12" 20 "mount"
"Tim Wellens" "Unclassed" "X14" 16 "mount"
"Tim Wellens" "Unclassed" "X15" 252 "hills"
"Tim Wellens" "Unclassed" "X16" 12 "mount"
"Tim Wellens" "Unclassed" "X17" 12 "flat"
"Tim Wellens" "Unclassed" "X18" 22 "mount"
"Tim Wellens" "Unclassed" "X19" 16 "mount"
"Tim Wellens" "Unclassed" "X20" 112 "hills"
"Tim Wellens" "Unclassed" "X21" 12 "flat"
"Jonas Abrahamsen" "Unclassed" "X1" 4 "flat"
"Jonas Abrahamsen" "Unclassed" "X2" 0 "hills"
"Jonas Abrahamsen" "Unclassed" "X3" 0 "flat"
"Jonas Abrahamsen" "Unclassed" "X4" 40 "hills"
"Jonas Abrahamsen" "Unclassed" "X6" 0 "hills"
"Jonas Abrahamsen" "Unclassed" "X7" 0 "hills"
"Jonas Abrahamsen" "Unclassed" "X8" 0 "flat"
"Jonas Abrahamsen" "Unclassed" "X9" 0 "flat"
"Jonas Abrahamsen" "Unclassed" "X10" 0 "hills"
"Jonas Abrahamsen" "Unclassed" "X11" 260 "hills"
"Jonas Abrahamsen" "Unclassed" "X12" 0 "mount"
"Jonas Abrahamsen" "Unclassed" "X14" 0 "mount"
"Jonas Abrahamsen" "Unclassed" "X15" 0 "hills"
"Jonas Abrahamsen" "Unclassed" "X16" 20 "mount"
"Jonas Abrahamsen" "Unclassed" "X17" 40 "flat"
"Jonas Abrahamsen" "Unclassed" "X18" 8 "mount"
"Jonas Abrahamsen" "Unclassed" "X19" 6 "mount"
"Jonas Abrahamsen" "Unclassed" "X20" 25 "hills"
"Jonas Abrahamsen" "Unclassed" "X21" 37 "flat"
"Magnus Cort" "Unclassed" "X1" 4 "flat"
"Magnus Cort" "Unclassed" "X2" 0 "hills"
"Magnus Cort" "Unclassed" "X3" 0 "flat"
"Magnus Cort" "Unclassed" "X4" 0 "hills"
"Magnus Cort" "Unclassed" "X6" 0 "hills"
"Magnus Cort" "Unclassed" "X7" 0 "hills"
"Magnus Cort" "Unclassed" "X8" 0 "flat"
"Magnus Cort" "Unclassed" "X9" 0 "flat"
"Magnus Cort" "Unclassed" "X10" 0 "hills"
"Magnus Cort" "Unclassed" "X11" 8 "hills"
"Magnus Cort" "Unclassed" "X12" 0 "mount"
"Magnus Cort" "Unclassed" "X14" 0 "mount"
"Magnus Cort" "Unclassed" "X15" 0 "hills"
"Magnus Cort" "Unclassed" "X16" 0 "mount"
"Magnus Cort" "Unclassed" "X17" 0 "flat"
"Magnus Cort" "Unclassed" "X18" 0 "mount"
"Magnus Cort" "Unclassed" "X19" 0 "mount"
"Magnus Cort" "Unclassed" "X20" 0 "hills"
"Magnus Cort" "Unclassed" "X21" 0 "flat"
"Stian Fredheim" "Sprinter" "X1" 4 "flat"
"Stian Fredheim" "Sprinter" "X2" 0 "hills"
"Stian Fredheim" "Sprinter" "X3" 0 "flat"
"Stian Fredheim" "Sprinter" "X4" 0 "hills"
"Stian Fredheim" "Sprinter" "X6" 0 "hills"
"Stian Fredheim" "Sprinter" "X7" 0 "hills"
"Stian Fredheim" "Sprinter" "X8" 60 "flat"
"Stian Fredheim" "Sprinter" "X9" 70 "flat"
"Stian Fredheim" "Sprinter" "X10" 0 "hills"
"Stian Fredheim" "Sprinter" "X11" 8 "hills"
"Stian Fredheim" "Sprinter" "X12" 8 "mount"
"Stian Fredheim" "Sprinter" "X14" 0 "mount"
"Stian Fredheim" "Sprinter" "X15" 0 "hills"
"Stian Fredheim" "Sprinter" "X16" 0 "mount"
"Stian Fredheim" "Sprinter" "X17" 0 "flat"
"Stian Fredheim" "Sprinter" "X18" 0 "mount"
"Stian Fredheim" "Sprinter" "X19" 0 "mount"
"Stian Fredheim" "Sprinter" "X20" 0 "hills"
"Stian Fredheim" "Sprinter" "X21" 0 "flat"
"Markus Hoelgaard" "Unclassed" "X1" 4 "flat"
"Markus Hoelgaard" "Unclassed" "X2" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X3" 0 "flat"
"Markus Hoelgaard" "Unclassed" "X4" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X6" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X7" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X8" 0 "flat"
"Markus Hoelgaard" "Unclassed" "X9" 0 "flat"
"Markus Hoelgaard" "Unclassed" "X10" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X11" 8 "hills"
"Markus Hoelgaard" "Unclassed" "X12" 0 "mount"
"Markus Hoelgaard" "Unclassed" "X14" 0 "mount"
"Markus Hoelgaard" "Unclassed" "X15" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X16" 0 "mount"
"Markus Hoelgaard" "Unclassed" "X17" 0 "flat"
"Markus Hoelgaard" "Unclassed" "X18" 0 "mount"
"Markus Hoelgaard" "Unclassed" "X19" 0 "mount"
"Markus Hoelgaard" "Unclassed" "X20" 0 "hills"
"Markus Hoelgaard" "Unclassed" "X21" 0 "flat"
"Anders Halland Johannessen" "Unclassed" "X1" 4 "flat"
"Anders Halland Johannessen" "Unclassed" "X2" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X3" 0 "flat"
"Anders Halland Johannessen" "Unclassed" "X4" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X6" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X7" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X8" 0 "flat"
"Anders Halland Johannessen" "Unclassed" "X9" 0 "flat"
"Anders Halland Johannessen" "Unclassed" "X10" 135 "hills"
"Anders Halland Johannessen" "Unclassed" "X11" 8 "hills"
"Anders Halland Johannessen" "Unclassed" "X12" 0 "mount"
"Anders Halland Johannessen" "Unclassed" "X14" 0 "mount"
"Anders Halland Johannessen" "Unclassed" "X15" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X16" 0 "mount"
"Anders Halland Johannessen" "Unclassed" "X17" 0 "flat"
"Anders Halland Johannessen" "Unclassed" "X18" 0 "mount"
"Anders Halland Johannessen" "Unclassed" "X19" 0 "mount"
"Anders Halland Johannessen" "Unclassed" "X20" 0 "hills"
"Anders Halland Johannessen" "Unclassed" "X21" 0 "flat"
"Andreas Leknessund" "Unclassed" "X1" 4 "flat"
"Andreas Leknessund" "Unclassed" "X2" 37 "hills"
"Andreas Leknessund" "Unclassed" "X3" 1 "flat"
"Andreas Leknessund" "Unclassed" "X4" 0 "hills"
"Andreas Leknessund" "Unclassed" "X6" 0 "hills"
"Andreas Leknessund" "Unclassed" "X7" 0 "hills"
"Andreas Leknessund" "Unclassed" "X8" 0 "flat"
"Andreas Leknessund" "Unclassed" "X9" 0 "flat"
"Andreas Leknessund" "Unclassed" "X10" 0 "hills"
"Andreas Leknessund" "Unclassed" "X11" 8 "hills"
"Andreas Leknessund" "Unclassed" "X12" 0 "mount"
"Andreas Leknessund" "Unclassed" "X14" 0 "mount"
"Andreas Leknessund" "Unclassed" "X15" 12 "hills"
"Andreas Leknessund" "Unclassed" "X16" 0 "mount"
"Andreas Leknessund" "Unclassed" "X17" 0 "flat"
"Andreas Leknessund" "Unclassed" "X18" 0 "mount"
"Andreas Leknessund" "Unclassed" "X19" 0 "mount"
"Andreas Leknessund" "Unclassed" "X20" 0 "hills"
"Andreas Leknessund" "Unclassed" "X21" 0 "flat"
"Søren Wærenskjold" "Sprinter" "X1" 183 "flat"
"Søren Wærenskjold" "Sprinter" "X2" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X3" 144 "flat"
"Søren Wærenskjold" "Sprinter" "X4" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X6" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X7" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X8" 0 "flat"
"Søren Wærenskjold" "Sprinter" "X9" 0 "flat"
"Søren Wærenskjold" "Sprinter" "X10" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X11" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X12" 0 "mount"
"Søren Wærenskjold" "Sprinter" "X14" 0 "mount"
"Søren Wærenskjold" "Sprinter" "X15" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X16" 0 "mount"
"Søren Wærenskjold" "Sprinter" "X17" 0 "flat"
"Søren Wærenskjold" "Sprinter" "X18" 0 "mount"
"Søren Wærenskjold" "Sprinter" "X19" 0 "mount"
"Søren Wærenskjold" "Sprinter" "X20" 0 "hills"
"Søren Wærenskjold" "Sprinter" "X21" 0 "flat"
"Davide Ballerini" "Unclassed" "X1" 0 "flat"
"Davide Ballerini" "Unclassed" "X2" 0 "hills"
"Davide Ballerini" "Unclassed" "X3" 0 "flat"
"Davide Ballerini" "Unclassed" "X4" 0 "hills"
"Davide Ballerini" "Unclassed" "X6" 0 "hills"
"Davide Ballerini" "Unclassed" "X7" 0 "hills"
"Davide Ballerini" "Unclassed" "X8" 0 "flat"
"Davide Ballerini" "Unclassed" "X9" 0 "flat"
"Davide Ballerini" "Unclassed" "X10" 0 "hills"
"Davide Ballerini" "Unclassed" "X11" 96 "hills"
"Davide Ballerini" "Unclassed" "X12" 0 "mount"
"Davide Ballerini" "Unclassed" "X14" 0 "mount"
"Davide Ballerini" "Unclassed" "X15" 0 "hills"
"Davide Ballerini" "Unclassed" "X16" 0 "mount"
"Davide Ballerini" "Unclassed" "X17" 120 "flat"
"Davide Ballerini" "Unclassed" "X18" 0 "mount"
"Davide Ballerini" "Unclassed" "X19" 0 "mount"
"Davide Ballerini" "Unclassed" "X20" 35 "hills"
"Davide Ballerini" "Unclassed" "X21" 180 "flat"
"Cees Bol" "Unclassed" "X1" 0 "flat"
"Cees Bol" "Unclassed" "X2" 0 "hills"
"Cees Bol" "Unclassed" "X3" 0 "flat"
"Cees Bol" "Unclassed" "X4" 0 "hills"
"Cees Bol" "Unclassed" "X6" 0 "hills"
"Cees Bol" "Unclassed" "X7" 0 "hills"
"Cees Bol" "Unclassed" "X8" 12 "flat"
"Cees Bol" "Unclassed" "X9" 4 "flat"
"Cees Bol" "Unclassed" "X10" 0 "hills"
"Cees Bol" "Unclassed" "X11" 0 "hills"
"Cees Bol" "Unclassed" "X12" 0 "mount"
"Cees Bol" "Unclassed" "X14" 0 "mount"
"Cees Bol" "Unclassed" "X15" 0 "hills"
"Cees Bol" "Unclassed" "X16" 0 "mount"
"Cees Bol" "Unclassed" "X17" 0 "flat"
"Cees Bol" "Unclassed" "X18" 0 "mount"
"Cees Bol" "Unclassed" "X19" 0 "mount"
"Cees Bol" "Unclassed" "X20" 0 "hills"
"Cees Bol" "Unclassed" "X21" 0 "flat"
"Clément Champoussin" "Climber" "X1" 0 "flat"
"Clément Champoussin" "Climber" "X2" 0 "hills"
"Clément Champoussin" "Climber" "X3" 0 "flat"
"Clément Champoussin" "Climber" "X4" 0 "hills"
"Clément Champoussin" "Climber" "X6" 0 "hills"
"Clément Champoussin" "Climber" "X7" 0 "hills"
"Clément Champoussin" "Climber" "X8" 0 "flat"
"Clément Champoussin" "Climber" "X9" 0 "flat"
"Clément Champoussin" "Climber" "X10" 0 "hills"
"Clément Champoussin" "Climber" "X11" 12 "hills"
"Clément Champoussin" "Climber" "X12" 0 "mount"
"Clément Champoussin" "Climber" "X14" 0 "mount"
"Clément Champoussin" "Climber" "X15" 0 "hills"
"Clément Champoussin" "Climber" "X16" 0 "mount"
"Clément Champoussin" "Climber" "X17" 0 "flat"
"Clément Champoussin" "Climber" "X18" 0 "mount"
"Clément Champoussin" "Climber" "X19" 0 "mount"
"Clément Champoussin" "Climber" "X20" 0 "hills"
"Clément Champoussin" "Climber" "X21" 4 "flat"
"Yevgeniy Fedorov" "Unclassed" "X1" 0 "flat"
"Yevgeniy Fedorov" "Unclassed" "X2" 40 "hills"
"Yevgeniy Fedorov" "Unclassed" "X3" 20 "flat"
"Yevgeniy Fedorov" "Unclassed" "X4" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X6" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X7" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X8" 0 "flat"
"Yevgeniy Fedorov" "Unclassed" "X9" 0 "flat"
"Yevgeniy Fedorov" "Unclassed" "X10" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X11" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X12" 0 "mount"
"Yevgeniy Fedorov" "Unclassed" "X14" 0 "mount"
"Yevgeniy Fedorov" "Unclassed" "X15" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X16" 0 "mount"
"Yevgeniy Fedorov" "Unclassed" "X17" 80 "flat"
"Yevgeniy Fedorov" "Unclassed" "X18" 0 "mount"
"Yevgeniy Fedorov" "Unclassed" "X19" 0 "mount"
"Yevgeniy Fedorov" "Unclassed" "X20" 0 "hills"
"Yevgeniy Fedorov" "Unclassed" "X21" 0 "flat"
"Sergio Higuita" "Unclassed" "X1" 0 "flat"
"Sergio Higuita" "Unclassed" "X2" 0 "hills"
"Sergio Higuita" "Unclassed" "X3" 0 "flat"
"Sergio Higuita" "Unclassed" "X4" 0 "hills"
"Sergio Higuita" "Unclassed" "X6" 0 "hills"
"Sergio Higuita" "Unclassed" "X7" 4 "hills"
"Sergio Higuita" "Unclassed" "X8" 0 "flat"
"Sergio Higuita" "Unclassed" "X9" 0 "flat"
"Sergio Higuita" "Unclassed" "X10" 4 "hills"
"Sergio Higuita" "Unclassed" "X11" 0 "hills"
"Sergio Higuita" "Unclassed" "X12" 30 "mount"
"Sergio Higuita" "Unclassed" "X14" 6 "mount"
"Sergio Higuita" "Unclassed" "X15" 2 "hills"
"Sergio Higuita" "Unclassed" "X16" 2 "mount"
"Sergio Higuita" "Unclassed" "X17" 2 "flat"
"Sergio Higuita" "Unclassed" "X18" 36 "mount"
"Sergio Higuita" "Unclassed" "X19" 6 "mount"
"Sergio Higuita" "Unclassed" "X20" 7 "hills"
"Sergio Higuita" "Unclassed" "X21" 11 "flat"
"Harold Tejada" "Unclassed" "X1" 0 "flat"
"Harold Tejada" "Unclassed" "X2" 0 "hills"
"Harold Tejada" "Unclassed" "X3" 0 "flat"
"Harold Tejada" "Unclassed" "X4" 0 "hills"
"Harold Tejada" "Unclassed" "X6" 115 "hills"
"Harold Tejada" "Unclassed" "X7" 0 "hills"
"Harold Tejada" "Unclassed" "X8" 0 "flat"
"Harold Tejada" "Unclassed" "X9" 0 "flat"
"Harold Tejada" "Unclassed" "X10" 0 "hills"
"Harold Tejada" "Unclassed" "X11" 0 "hills"
"Harold Tejada" "Unclassed" "X12" 0 "mount"
"Harold Tejada" "Unclassed" "X14" 40 "mount"
"Harold Tejada" "Unclassed" "X15" 50 "hills"
"Harold Tejada" "Unclassed" "X16" 0 "mount"
"Harold Tejada" "Unclassed" "X17" 0 "flat"
"Harold Tejada" "Unclassed" "X18" 0 "mount"
"Harold Tejada" "Unclassed" "X19" 4 "mount"
"Harold Tejada" "Unclassed" "X20" 0 "hills"
"Harold Tejada" "Unclassed" "X21" 4 "flat"
"Mike Teunissen" "Unclassed" "X1" 60 "flat"
"Mike Teunissen" "Unclassed" "X2" 0 "hills"
"Mike Teunissen" "Unclassed" "X3" 0 "flat"
"Mike Teunissen" "Unclassed" "X4" 0 "hills"
"Mike Teunissen" "Unclassed" "X6" 0 "hills"
"Mike Teunissen" "Unclassed" "X7" 0 "hills"
"Mike Teunissen" "Unclassed" "X8" 0 "flat"
"Mike Teunissen" "Unclassed" "X9" 0 "flat"
"Mike Teunissen" "Unclassed" "X10" 0 "hills"
"Mike Teunissen" "Unclassed" "X11" 0 "hills"
