"all_riders" "rider_class" "stage" "points" "stage_class"
"Louis Barré" "Unclassed" "X1" 8 "flat"
"Louis Barré" "Unclassed" "X2" 0 "hills"
"Louis Barré" "Unclassed" "X3" 0 "flat"
"Louis Barré" "Unclassed" "X4" 0 "hills"
"Louis Barré" "Unclassed" "X6" 0 "hills"
"Louis Barré" "Unclassed" "X7" 0 "hills"
"Louis Barré" "Unclassed" "X8" 0 "flat"
"Louis Barré" "Unclassed" "X9" 0 "flat"
"Louis Barré" "Unclassed" "X10" 0 "hills"
"Louis Barré" "Unclassed" "X11" 16 "hills"
"Louis Barré" "Unclassed" "X12" 0 "mount"
"Louis Barré" "Unclassed" "X14" 0 "mount"
"Louis Barré" "Unclassed" "X15" 0 "hills"
"Louis Barré" "Unclassed" "X16" 0 "mount"
"Louis Barré" "Unclassed" "X17" 0 "flat"
"Louis Barré" "Unclassed" "X18" 0 "mount"
"Louis Barré" "Unclassed" "X19" 0 "mount"
"Louis Barré" "Unclassed" "X20" 16 "hills"
"Louis Barré" "Unclassed" "X21" 0 "flat"
"Vito Braet" "Unclassed" "X1" 8 "flat"
"Vito Braet" "Unclassed" "X2" 0 "hills"
"Vito Braet" "Unclassed" "X3" 0 "flat"
"Vito Braet" "Unclassed" "X4" 0 "hills"
"Vito Braet" "Unclassed" "X6" 0 "hills"
"Vito Braet" "Unclassed" "X7" 0 "hills"
"Vito Braet" "Unclassed" "X8" 0 "flat"
"Vito Braet" "Unclassed" "X9" 0 "flat"
"Vito Braet" "Unclassed" "X10" 0 "hills"
"Vito Braet" "Unclassed" "X11" 0 "hills"
"Vito Braet" "Unclassed" "X12" 0 "mount"
"Vito Braet" "Unclassed" "X14" 0 "mount"
"Vito Braet" "Unclassed" "X15" 0 "hills"
"Vito Braet" "Unclassed" "X16" 0 "mount"
"Vito Braet" "Unclassed" "X17" 16 "flat"
"Vito Braet" "Unclassed" "X18" 0 "mount"
"Vito Braet" "Unclassed" "X19" 0 "mount"
"Vito Braet" "Unclassed" "X20" 0 "hills"
"Vito Braet" "Unclassed" "X21" 2 "flat"
"Hugo Page" "Unclassed" "X1" 8 "flat"
"Hugo Page" "Unclassed" "X2" 0 "hills"
"Hugo Page" "Unclassed" "X3" 6 "flat"
"Hugo Page" "Unclassed" "X4" 0 "hills"
"Hugo Page" "Unclassed" "X6" 0 "hills"
"Hugo Page" "Unclassed" "X7" 0 "hills"
"Hugo Page" "Unclassed" "X8" 0 "flat"
"Hugo Page" "Unclassed" "X9" 0 "flat"
"Hugo Page" "Unclassed" "X10" 0 "hills"
"Hugo Page" "Unclassed" "X11" 0 "hills"
"Hugo Page" "Unclassed" "X12" 0 "mount"
"Hugo Page" "Unclassed" "X14" 0 "mount"
"Hugo Page" "Unclassed" "X15" 0 "hills"
"Hugo Page" "Unclassed" "X16" 0 "mount"
"Hugo Page" "Unclassed" "X17" 0 "flat"
"Hugo Page" "Unclassed" "X18" 0 "mount"
"Hugo Page" "Unclassed" "X19" 0 "mount"
"Hugo Page" "Unclassed" "X20" 0 "hills"
"Hugo Page" "Unclassed" "X21" 1 "flat"
"Laurenz Rex" "Unclassed" "X1" 8 "flat"
"Laurenz Rex" "Unclassed" "X2" 0 "hills"
"Laurenz Rex" "Unclassed" "X3" 2 "flat"
"Laurenz Rex" "Unclassed" "X4" 0 "hills"
"Laurenz Rex" "Unclassed" "X6" 2 "hills"
"Laurenz Rex" "Unclassed" "X7" 1 "hills"
"Laurenz Rex" "Unclassed" "X8" 6 "flat"
"Laurenz Rex" "Unclassed" "X9" 0 "flat"
"Laurenz Rex" "Unclassed" "X10" 0 "hills"
"Laurenz Rex" "Unclassed" "X11" 0 "hills"
"Laurenz Rex" "Unclassed" "X12" 20 "mount"
"Laurenz Rex" "Unclassed" "X14" 0 "mount"
"Laurenz Rex" "Unclassed" "X15" 0 "hills"
"Laurenz Rex" "Unclassed" "X16" 0 "mount"
"Laurenz Rex" "Unclassed" "X17" 0 "flat"
"Laurenz Rex" "Unclassed" "X18" 0 "mount"
"Laurenz Rex" "Unclassed" "X19" 0 "mount"
"Laurenz Rex" "Unclassed" "X20" 0 "hills"
"Laurenz Rex" "Unclassed" "X21" 3 "flat"
"Jonas Rutsch" "Unclassed" "X1" 8 "flat"
"Jonas Rutsch" "Unclassed" "X2" 0 "hills"
"Jonas Rutsch" "Unclassed" "X3" 0 "flat"
"Jonas Rutsch" "Unclassed" "X4" 0 "hills"
"Jonas Rutsch" "Unclassed" "X6" 0 "hills"
"Jonas Rutsch" "Unclassed" "X7" 0 "hills"
"Jonas Rutsch" "Unclassed" "X8" 0 "flat"
"Jonas Rutsch" "Unclassed" "X9" 0 "flat"
"Jonas Rutsch" "Unclassed" "X10" 0 "hills"
"Jonas Rutsch" "Unclassed" "X11" 0 "hills"
"Jonas Rutsch" "Unclassed" "X12" 0 "mount"
"Jonas Rutsch" "Unclassed" "X14" 0 "mount"
"Jonas Rutsch" "Unclassed" "X15" 0 "hills"
"Jonas Rutsch" "Unclassed" "X16" 0 "mount"
"Jonas Rutsch" "Unclassed" "X17" 0 "flat"
"Jonas Rutsch" "Unclassed" "X18" 0 "mount"
"Jonas Rutsch" "Unclassed" "X19" 0 "mount"
"Jonas Rutsch" "Unclassed" "X20" 0 "hills"
"Jonas Rutsch" "Unclassed" "X21" 0 "flat"
"Georg Zimmermann" "Unclassed" "X1" 8 "flat"
"Georg Zimmermann" "Unclassed" "X2" 0 "hills"
"Georg Zimmermann" "Unclassed" "X3" 0 "flat"
"Georg Zimmermann" "Unclassed" "X4" 0 "hills"
"Georg Zimmermann" "Unclassed" "X6" 0 "hills"
"Georg Zimmermann" "Unclassed" "X7" 0 "hills"
"Georg Zimmermann" "Unclassed" "X8" 3 "flat"
"Georg Zimmermann" "Unclassed" "X9" 0 "flat"
"Georg Zimmermann" "Unclassed" "X10" 0 "hills"
"Georg Zimmermann" "Unclassed" "X11" 0 "hills"
"Georg Zimmermann" "Unclassed" "X12" 0 "mount"
"Georg Zimmermann" "Unclassed" "X14" 0 "mount"
"Georg Zimmermann" "Unclassed" "X15" 0 "hills"
"Georg Zimmermann" "Unclassed" "X16" 0 "mount"
"Georg Zimmermann" "Unclassed" "X17" 0 "flat"
"Georg Zimmermann" "Unclassed" "X18" 0 "mount"
"Georg Zimmermann" "Unclassed" "X19" 0 "mount"
"Georg Zimmermann" "Unclassed" "X20" 0 "hills"
"Georg Zimmermann" "Unclassed" "X21" 0 "flat"
"Pascal Ackermann" "Sprinter" "X1" 10 "flat"
"Pascal Ackermann" "Sprinter" "X2" 0 "hills"
"Pascal Ackermann" "Sprinter" "X3" 80 "flat"
"Pascal Ackermann" "Sprinter" "X4" 0 "hills"
"Pascal Ackermann" "Sprinter" "X6" 0 "hills"
"Pascal Ackermann" "Sprinter" "X7" 0 "hills"
"Pascal Ackermann" "Sprinter" "X8" 140 "flat"
"Pascal Ackermann" "Sprinter" "X9" 40 "flat"
"Pascal Ackermann" "Sprinter" "X10" 0 "hills"
"Pascal Ackermann" "Sprinter" "X11" 0 "hills"
"Pascal Ackermann" "Sprinter" "X12" 0 "mount"
"Pascal Ackermann" "Sprinter" "X14" 0 "mount"
"Pascal Ackermann" "Sprinter" "X15" 0 "hills"
"Pascal Ackermann" "Sprinter" "X16" 0 "mount"
"Pascal Ackermann" "Sprinter" "X17" 0 "flat"
"Pascal Ackermann" "Sprinter" "X18" 0 "mount"
"Pascal Ackermann" "Sprinter" "X19" 0 "mount"
"Pascal Ackermann" "Sprinter" "X20" 0 "hills"
"Pascal Ackermann" "Sprinter" "X21" 0 "flat"
"Joseph Blackmore" "Unclassed" "X1" 0 "flat"
"Joseph Blackmore" "Unclassed" "X2" 13 "hills"
"Joseph Blackmore" "Unclassed" "X3" 14 "flat"
"Joseph Blackmore" "Unclassed" "X4" 6 "hills"
"Joseph Blackmore" "Unclassed" "X6" 0 "hills"
"Joseph Blackmore" "Unclassed" "X7" 0 "hills"
"Joseph Blackmore" "Unclassed" "X8" 0 "flat"
"Joseph Blackmore" "Unclassed" "X9" 0 "flat"
"Joseph Blackmore" "Unclassed" "X10" 134 "hills"
"Joseph Blackmore" "Unclassed" "X11" 0 "hills"
"Joseph Blackmore" "Unclassed" "X12" 0 "mount"
"Joseph Blackmore" "Unclassed" "X14" 0 "mount"
"Joseph Blackmore" "Unclassed" "X15" 0 "hills"
"Joseph Blackmore" "Unclassed" "X16" 0 "mount"
"Joseph Blackmore" "Unclassed" "X17" 0 "flat"
"Joseph Blackmore" "Unclassed" "X18" 0 "mount"
"Joseph Blackmore" "Unclassed" "X19" 0 "mount"
"Joseph Blackmore" "Unclassed" "X20" 0 "hills"
"Joseph Blackmore" "Unclassed" "X21" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X1" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X2" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X3" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X4" 8 "hills"
"Alexey Lutsenko" "Unclassed" "X6" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X7" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X8" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X9" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X10" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X11" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X12" 0 "mount"
"Alexey Lutsenko" "Unclassed" "X14" 0 "mount"
"Alexey Lutsenko" "Unclassed" "X15" 25 "hills"
"Alexey Lutsenko" "Unclassed" "X16" 0 "mount"
"Alexey Lutsenko" "Unclassed" "X17" 0 "flat"
"Alexey Lutsenko" "Unclassed" "X18" 0 "mount"
"Alexey Lutsenko" "Unclassed" "X19" 0 "mount"
"Alexey Lutsenko" "Unclassed" "X20" 0 "hills"
"Alexey Lutsenko" "Unclassed" "X21" 0 "flat"
"Krists Neilands" "Unclassed" "X1" 31 "flat"
"Krists Neilands" "Unclassed" "X2" 0 "hills"
"Krists Neilands" "Unclassed" "X3" 0 "flat"
"Krists Neilands" "Unclassed" "X4" 0 "hills"
"Krists Neilands" "Unclassed" "X6" 0 "hills"
"Krists Neilands" "Unclassed" "X7" 0 "hills"
"Krists Neilands" "Unclassed" "X8" 0 "flat"
"Krists Neilands" "Unclassed" "X9" 0 "flat"
"Krists Neilands" "Unclassed" "X10" 0 "hills"
"Krists Neilands" "Unclassed" "X11" 0 "hills"
"Krists Neilands" "Unclassed" "X12" 0 "mount"
"Krists Neilands" "Unclassed" "X14" 0 "mount"
"Krists Neilands" "Unclassed" "X15" 0 "hills"
"Krists Neilands" "Unclassed" "X16" 1 "mount"
"Krists Neilands" "Unclassed" "X17" 0 "flat"
"Krists Neilands" "Unclassed" "X18" 0 "mount"
"Krists Neilands" "Unclassed" "X19" 0 "mount"
"Krists Neilands" "Unclassed" "X20" 0 "hills"
"Krists Neilands" "Unclassed" "X21" 0 "flat"
"Jake Stewart" "Sprinter" "X1" 0 "flat"
"Jake Stewart" "Sprinter" "X2" 0 "hills"
"Jake Stewart" "Sprinter" "X3" 30 "flat"
"Jake Stewart" "Sprinter" "X4" 0 "hills"
"Jake Stewart" "Sprinter" "X6" 0 "hills"
"Jake Stewart" "Sprinter" "X7" 0 "hills"
"Jake Stewart" "Sprinter" "X8" 0 "flat"
"Jake Stewart" "Sprinter" "X9" 0 "flat"
"Jake Stewart" "Sprinter" "X10" 0 "hills"
"Jake Stewart" "Sprinter" "X11" 0 "hills"
"Jake Stewart" "Sprinter" "X12" 0 "mount"
"Jake Stewart" "Sprinter" "X14" 0 "mount"
"Jake Stewart" "Sprinter" "X15" 8 "hills"
"Jake Stewart" "Sprinter" "X16" 0 "mount"
"Jake Stewart" "Sprinter" "X17" 0 "flat"
"Jake Stewart" "Sprinter" "X18" 0 "mount"
"Jake Stewart" "Sprinter" "X19" 0 "mount"
"Jake Stewart" "Sprinter" "X20" 130 "hills"
"Jake Stewart" "Sprinter" "X21" 0 "flat"
"Michael Woods" "Climber" "X1" 0 "flat"
"Michael Woods" "Climber" "X2" 0 "hills"
"Michael Woods" "Climber" "X3" 0 "flat"
"Michael Woods" "Climber" "X4" 0 "hills"
"Michael Woods" "Climber" "X6" 0 "hills"
"Michael Woods" "Climber" "X7" 0 "hills"
"Michael Woods" "Climber" "X8" 0 "flat"
"Michael Woods" "Climber" "X9" 0 "flat"
"Michael Woods" "Climber" "X10" 32 "hills"
"Michael Woods" "Climber" "X11" 6 "hills"
"Michael Woods" "Climber" "X12" 21 "mount"
"Michael Woods" "Climber" "X14" 27 "mount"
"Michael Woods" "Climber" "X15" 2 "hills"
"Michael Woods" "Climber" "X16" 2 "mount"
"Michael Woods" "Climber" "X17" 2 "flat"
"Michael Woods" "Climber" "X18" 0 "mount"
"Michael Woods" "Climber" "X19" 0 "mount"
"Michael Woods" "Climber" "X20" 0 "hills"
"Michael Woods" "Climber" "X21" 0 "flat"
"Simone Consonni" "Sprinter" "X1" 2 "flat"
"Simone Consonni" "Sprinter" "X2" 0 "hills"
"Simone Consonni" "Sprinter" "X3" 9 "flat"
"Simone Consonni" "Sprinter" "X4" 2 "hills"
"Simone Consonni" "Sprinter" "X6" 4 "hills"
"Simone Consonni" "Sprinter" "X7" 0 "hills"
"Simone Consonni" "Sprinter" "X8" 8 "flat"
"Simone Consonni" "Sprinter" "X9" 8 "flat"
"Simone Consonni" "Sprinter" "X10" 0 "hills"
"Simone Consonni" "Sprinter" "X11" 0 "hills"
"Simone Consonni" "Sprinter" "X12" 0 "mount"
"Simone Consonni" "Sprinter" "X14" 0 "mount"
"Simone Consonni" "Sprinter" "X15" 0 "hills"
"Simone Consonni" "Sprinter" "X16" 0 "mount"
"Simone Consonni" "Sprinter" "X17" 11 "flat"
"Simone Consonni" "Sprinter" "X18" 0 "mount"
"Simone Consonni" "Sprinter" "X19" 0 "mount"
"Simone Consonni" "Sprinter" "X20" 0 "hills"
"Simone Consonni" "Sprinter" "X21" 0 "flat"
"Quinn Simmons" "Unclassed" "X1" 0 "flat"
"Quinn Simmons" "Unclassed" "X2" 0 "hills"
"Quinn Simmons" "Unclassed" "X3" 4 "flat"
"Quinn Simmons" "Unclassed" "X4" 0 "hills"
"Quinn Simmons" "Unclassed" "X6" 206 "hills"
"Quinn Simmons" "Unclassed" "X7" 2 "hills"
"Quinn Simmons" "Unclassed" "X8" 12 "flat"
"Quinn Simmons" "Unclassed" "X9" 4 "flat"
"Quinn Simmons" "Unclassed" "X10" 23 "hills"
"Quinn Simmons" "Unclassed" "X11" 75 "hills"
"Quinn Simmons" "Unclassed" "X12" 0 "mount"
"Quinn Simmons" "Unclassed" "X14" 6 "mount"
"Quinn Simmons" "Unclassed" "X15" 20 "hills"
"Quinn Simmons" "Unclassed" "X16" 0 "mount"
"Quinn Simmons" "Unclassed" "X17" 10 "flat"
"Quinn Simmons" "Unclassed" "X18" 5 "mount"
"Quinn Simmons" "Unclassed" "X19" 8 "mount"
"Quinn Simmons" "Unclassed" "X20" 0 "hills"
"Quinn Simmons" "Unclassed" "X21" 0 "flat"
"Toms Skujiņš" "Unclassed" "X1" 0 "flat"
"Toms Skujiņš" "Unclassed" "X2" 0 "hills"
"Toms Skujiņš" "Unclassed" "X3" 4 "flat"
"Toms Skujiņš" "Unclassed" "X4" 0 "hills"
"Toms Skujiņš" "Unclassed" "X6" 4 "hills"
"Toms Skujiņš" "Unclassed" "X7" 0 "hills"
"Toms Skujiņš" "Unclassed" "X8" 8 "flat"
"Toms Skujiņš" "Unclassed" "X9" 4 "flat"
"Toms Skujiņš" "Unclassed" "X10" 0 "hills"
"Toms Skujiņš" "Unclassed" "X11" 0 "hills"
"Toms Skujiņš" "Unclassed" "X12" 0 "mount"
"Toms Skujiņš" "Unclassed" "X14" 0 "mount"
"Toms Skujiņš" "Unclassed" "X15" 0 "hills"
"Toms Skujiņš" "Unclassed" "X16" 0 "mount"
"Toms Skujiņš" "Unclassed" "X17" 8 "flat"
"Toms Skujiņš" "Unclassed" "X18" 0 "mount"
"Toms Skujiņš" "Unclassed" "X19" 0 "mount"
"Toms Skujiņš" "Unclassed" "X20" 0 "hills"
"Toms Skujiņš" "Unclassed" "X21" 0 "flat"
"Jasper Stuyven" "Unclassed" "X1" 0 "flat"
"Jasper Stuyven" "Unclassed" "X2" 0 "hills"
"Jasper Stuyven" "Unclassed" "X3" 4 "flat"
"Jasper Stuyven" "Unclassed" "X4" 0 "hills"
"Jasper Stuyven" "Unclassed" "X6" 4 "hills"
"Jasper Stuyven" "Unclassed" "X7" 0 "hills"
"Jasper Stuyven" "Unclassed" "X8" 8 "flat"
"Jasper Stuyven" "Unclassed" "X9" 4 "flat"
"Jasper Stuyven" "Unclassed" "X10" 0 "hills"
"Jasper Stuyven" "Unclassed" "X11" 0 "hills"
"Jasper Stuyven" "Unclassed" "X12" 0 "mount"
"Jasper Stuyven" "Unclassed" "X14" 0 "mount"
"Jasper Stuyven" "Unclassed" "X15" 95 "hills"
"Jasper Stuyven" "Unclassed" "X16" 0 "mount"
"Jasper Stuyven" "Unclassed" "X17" 68 "flat"
"Jasper Stuyven" "Unclassed" "X18" 0 "mount"
"Jasper Stuyven" "Unclassed" "X19" 4 "mount"
"Jasper Stuyven" "Unclassed" "X20" 0 "hills"
"Jasper Stuyven" "Unclassed" "X21" 0 "flat"
"Jenno Berckmoes" "Sprinter" "X1" 0 "flat"
"Jenno Berckmoes" "Sprinter" "X2" 60 "hills"
"Jenno Berckmoes" "Sprinter" "X3" 4 "flat"
"Jenno Berckmoes" "Sprinter" "X4" 3 "hills"
"Jenno Berckmoes" "Sprinter" "X6" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X7" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X8" 0 "flat"
"Jenno Berckmoes" "Sprinter" "X9" 2 "flat"
"Jenno Berckmoes" "Sprinter" "X10" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X11" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X12" 0 "mount"
"Jenno Berckmoes" "Sprinter" "X14" 0 "mount"
"Jenno Berckmoes" "Sprinter" "X15" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X16" 0 "mount"
"Jenno Berckmoes" "Sprinter" "X17" 0 "flat"
"Jenno Berckmoes" "Sprinter" "X18" 0 "mount"
"Jenno Berckmoes" "Sprinter" "X19" 0 "mount"
"Jenno Berckmoes" "Sprinter" "X20" 0 "hills"
"Jenno Berckmoes" "Sprinter" "X21" 0 "flat"
"Lennert Van Eetvelt" "All Rounder" "X1" 0 "flat"
"Lennert Van Eetvelt" "All Rounder" "X2" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X3" 0 "flat"
"Lennert Van Eetvelt" "All Rounder" "X4" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X6" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X7" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X8" 0 "flat"
"Lennert Van Eetvelt" "All Rounder" "X9" 2 "flat"
"Lennert Van Eetvelt" "All Rounder" "X10" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X11" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X12" 0 "mount"
"Lennert Van Eetvelt" "All Rounder" "X14" 0 "mount"
"Lennert Van Eetvelt" "All Rounder" "X15" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X16" 0 "mount"
"Lennert Van Eetvelt" "All Rounder" "X17" 0 "flat"
"Lennert Van Eetvelt" "All Rounder" "X18" 0 "mount"
"Lennert Van Eetvelt" "All Rounder" "X19" 0 "mount"
"Lennert Van Eetvelt" "All Rounder" "X20" 0 "hills"
"Lennert Van Eetvelt" "All Rounder" "X21" 0 "flat"
"Brent Van Moer" "Unclassed" "X1" 0 "flat"
"Brent Van Moer" "Unclassed" "X2" 32 "hills"
"Brent Van Moer" "Unclassed" "X3" 0 "flat"
"Brent Van Moer" "Unclassed" "X4" 0 "hills"
"Brent Van Moer" "Unclassed" "X6" 0 "hills"
"Brent Van Moer" "Unclassed" "X7" 0 "hills"
"Brent Van Moer" "Unclassed" "X8" 0 "flat"
"Brent Van Moer" "Unclassed" "X9" 2 "flat"
"Brent Van Moer" "Unclassed" "X10" 0 "hills"
"Brent Van Moer" "Unclassed" "X11" 0 "hills"
"Brent Van Moer" "Unclassed" "X12" 0 "mount"
"Brent Van Moer" "Unclassed" "X14" 0 "mount"
"Brent Van Moer" "Unclassed" "X15" 0 "hills"
"Brent Van Moer" "Unclassed" "X16" 0 "mount"
"Brent Van Moer" "Unclassed" "X17" 50 "flat"
"Brent Van Moer" "Unclassed" "X18" 0 "mount"
"Brent Van Moer" "Unclassed" "X19" 0 "mount"
"Brent Van Moer" "Unclassed" "X20" 0 "hills"
"Brent Van Moer" "Unclassed" "X21" 0 "flat"
"Will Barta" "Unclassed" "X1" 0 "flat"
"Will Barta" "Unclassed" "X2" 0 "hills"
"Will Barta" "Unclassed" "X3" 0 "flat"
"Will Barta" "Unclassed" "X4" 0 "hills"
"Will Barta" "Unclassed" "X6" 130 "hills"
"Will Barta" "Unclassed" "X7" 0 "hills"
"Will Barta" "Unclassed" "X8" 0 "flat"
"Will Barta" "Unclassed" "X9" 0 "flat"
"Will Barta" "Unclassed" "X10" 0 "hills"
"Will Barta" "Unclassed" "X11" 0 "hills"
"Will Barta" "Unclassed" "X12" 0 "mount"
"Will Barta" "Unclassed" "X14" 0 "mount"
"Will Barta" "Unclassed" "X15" 0 "hills"
"Will Barta" "Unclassed" "X16" 0 "mount"
"Will Barta" "Unclassed" "X17" 0 "flat"
"Will Barta" "Unclassed" "X18" 0 "mount"
"Will Barta" "Unclassed" "X19" 1 "mount"
"Will Barta" "Unclassed" "X20" 0 "hills"
"Will Barta" "Unclassed" "X21" 0 "flat"
"Pablo Castrillo" "Climber" "X1" 0 "flat"
"Pablo Castrillo" "Climber" "X2" 0 "hills"
"Pablo Castrillo" "Climber" "X3" 0 "flat"
"Pablo Castrillo" "Climber" "X4" 0 "hills"
"Pablo Castrillo" "Climber" "X6" 0 "hills"
"Pablo Castrillo" "Climber" "X7" 0 "hills"
"Pablo Castrillo" "Climber" "X8" 0 "flat"
"Pablo Castrillo" "Climber" "X9" 0 "flat"
"Pablo Castrillo" "Climber" "X10" 20 "hills"
"Pablo Castrillo" "Climber" "X11" 0 "hills"
"Pablo Castrillo" "Climber" "X12" 0 "mount"
"Pablo Castrillo" "Climber" "X14" 0 "mount"
"Pablo Castrillo" "Climber" "X15" 0 "hills"
"Pablo Castrillo" "Climber" "X16" 0 "mount"
"Pablo Castrillo" "Climber" "X17" 0 "flat"
"Pablo Castrillo" "Climber" "X18" 0 "mount"
"Pablo Castrillo" "Climber" "X19" 0 "mount"
"Pablo Castrillo" "Climber" "X20" 0 "hills"
"Pablo Castrillo" "Climber" "X21" 0 "flat"
"Iván García Cortina" "Unclassed" "X1" 49 "flat"
"Iván García Cortina" "Unclassed" "X2" 0 "hills"
"Iván García Cortina" "Unclassed" "X3" 0 "flat"
"Iván García Cortina" "Unclassed" "X4" 0 "hills"
"Iván García Cortina" "Unclassed" "X6" 0 "hills"
"Iván García Cortina" "Unclassed" "X7" 40 "hills"
"Iván García Cortina" "Unclassed" "X8" 0 "flat"
"Iván García Cortina" "Unclassed" "X9" 0 "flat"
"Iván García Cortina" "Unclassed" "X10" 0 "hills"
"Iván García Cortina" "Unclassed" "X11" 0 "hills"
"Iván García Cortina" "Unclassed" "X12" 0 "mount"
"Iván García Cortina" "Unclassed" "X14" 0 "mount"
"Iván García Cortina" "Unclassed" "X15" 0 "hills"
"Iván García Cortina" "Unclassed" "X16" 0 "mount"
"Iván García Cortina" "Unclassed" "X17" 0 "flat"
"Iván García Cortina" "Unclassed" "X18" 0 "mount"
"Iván García Cortina" "Unclassed" "X19" 3 "mount"
"Iván García Cortina" "Unclassed" "X20" 0 "hills"
"Iván García Cortina" "Unclassed" "X21" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X1" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X2" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X3" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X4" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X6" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X7" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X8" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X9" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X10" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X11" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X12" 0 "mount"
"Gregor Mühlberger" "Unclassed" "X14" 0 "mount"
"Gregor Mühlberger" "Unclassed" "X15" 0 "hills"
"Gregor Mühlberger" "Unclassed" "X16" 50 "mount"
"Gregor Mühlberger" "Unclassed" "X17" 0 "flat"
"Gregor Mühlberger" "Unclassed" "X18" 15 "mount"
"Gregor Mühlberger" "Unclassed" "X19" 28 "mount"
"Gregor Mühlberger" "Unclassed" "X20" 3 "hills"
"Gregor Mühlberger" "Unclassed" "X21" 3 "flat"
"Nelson Oliveira" "Unclassed" "X1" 0 "flat"
"Nelson Oliveira" "Unclassed" "X2" 0 "hills"
"Nelson Oliveira" "Unclassed" "X3" 0 "flat"
"Nelson Oliveira" "Unclassed" "X4" 0 "hills"
"Nelson Oliveira" "Unclassed" "X6" 0 "hills"
"Nelson Oliveira" "Unclassed" "X7" 0 "hills"
"Nelson Oliveira" "Unclassed" "X8" 0 "flat"
"Nelson Oliveira" "Unclassed" "X9" 0 "flat"
"Nelson Oliveira" "Unclassed" "X10" 0 "hills"
"Nelson Oliveira" "Unclassed" "X11" 0 "hills"
"Nelson Oliveira" "Unclassed" "X12" 0 "mount"
"Nelson Oliveira" "Unclassed" "X14" 0 "mount"
"Nelson Oliveira" "Unclassed" "X15" 0 "hills"
"Nelson Oliveira" "Unclassed" "X16" 0 "mount"
"Nelson Oliveira" "Unclassed" "X17" 0 "flat"
"Nelson Oliveira" "Unclassed" "X18" 0 "mount"
"Nelson Oliveira" "Unclassed" "X19" 0 "mount"
"Nelson Oliveira" "Unclassed" "X20" 0 "hills"
"Nelson Oliveira" "Unclassed" "X21" 0 "flat"
"Iván Romeo" "Unclassed" "X1" 0 "flat"
"Iván Romeo" "Unclassed" "X2" 0 "hills"
"Iván Romeo" "Unclassed" "X3" 0 "flat"
"Iván Romeo" "Unclassed" "X4" 0 "hills"
"Iván Romeo" "Unclassed" "X6" 0 "hills"
"Iván Romeo" "Unclassed" "X7" 0 "hills"
"Iván Romeo" "Unclassed" "X8" 0 "flat"
"Iván Romeo" "Unclassed" "X9" 0 "flat"
"Iván Romeo" "Unclassed" "X10" 8 "hills"
"Iván Romeo" "Unclassed" "X11" 0 "hills"
"Iván Romeo" "Unclassed" "X12" 0 "mount"
"Iván Romeo" "Unclassed" "X14" 0 "mount"
"Iván Romeo" "Unclassed" "X15" 30 "hills"
"Iván Romeo" "Unclassed" "X16" 0 "mount"
"Iván Romeo" "Unclassed" "X17" 0 "flat"
"Iván Romeo" "Unclassed" "X18" 0 "mount"
"Iván Romeo" "Unclassed" "X19" 0 "mount"
"Iván Romeo" "Unclassed" "X20" 21 "hills"
"Iván Romeo" "Unclassed" "X21" 0 "flat"
"Einer Rubio" "Climber" "X1" 0 "flat"
"Einer Rubio" "Climber" "X2" 0 "hills"
"Einer Rubio" "Climber" "X3" 0 "flat"
"Einer Rubio" "Climber" "X4" 0 "hills"
"Einer Rubio" "Climber" "X6" 0 "hills"
"Einer Rubio" "Climber" "X7" 0 "hills"
"Einer Rubio" "Climber" "X8" 0 "flat"
"Einer Rubio" "Climber" "X9" 0 "flat"
